id,mass,year,lat,long
5346,104800,1954,36.5,-104.2
5347,8030,1951,36,-104.5
5348,212,1915,29,-103.25
5350,54000,1929,28.66667,-106.11667
5351,43000,1881,59.33333,-136
5352,5720,1902,14.5,-90.5
5353,209400,1913,51.05833,94.4
5354,4050,1920,20.25,-12.68333
52013,699,2004,33.01222,-114.86667
5360,2000,1991,-29.91667,129.83333
5361,1802,1992,35.25,-118.09067
5362,16220,1873,33.5,-85.66667
5363,24300000,1852,27,-105.1
5366,1500,1870,39.11667,-84.5
5367,2268,1977,34.02806,-102.68
5369,1964,1979,34.905,-100.91333
5370,26.8,1981,34.93611,-100.94167
5371,1050,1931,43.7,-104.7
5372,20,1986,12.5,-137.7
5373,11300,1937,38,-84.16667
5375,15600,1964,34.34667,-101.49
5376,5136,1978,34.34833,-101.65833
5377,6800,1907,32.31667,-97.41667
5378,24000,1960,36.43333,-98.43333
5379,115000,1860,34.88333,-84.78333
5380,11360,1962,39.1,-103.25833
5381,7700,1950,36.08333,-84.2
5382,277,1986,11.7,-137.8
5384,7700,1954,34.45,-111.36667
5385,283000,1961,34.3,-103.13472
5386,41300,1963,34.3,-103.13333
5387,2100000,1837,28.7,-102.73333
5388,6530,1892,-22.56667,-70.25
5390,429,1970,-26.66667,120.16667
5391,2460,1946,-32.13333,141.03333
5392,19500,1949,-31.93333,126.21667
5393,482,1945,-32.81667,134.8
51051,35900,2006,37.01667,-95.66667
5394,2400,1940,39.41667,-101.05
5396,320,1921,55.18333,-162.55
5398,18400,1923,37.26667,-99.33333
5399,16000,1924,37.26667,-99.33333
5400,16300,1991,41.35,-99.11667
5402,2300,1880,35.3,-81.73333
5404,134000,1912,37.43333,-3.65
5405,12200,1973,24.01667,-104.66667
5407,3912,1975,35.35,-98.68333
5410,19670,1993,46.57056,-117.09861
5411,165,1997,31.82967,-107.3945
5412,56.2,1986,-29.6,126.50667
5413,100,1986,-29.785,126.58833
5414,19700,1940,32.01667,-98.7
5415,2400,1956,31.99167,-98.65167
5416,304.3,1972,-31.2,138.3
53877,17000,2006,40.266667,-94.683333
5417,93500,1939,32,-101.5
55768,44,2000,44.08333,-1.31667
5421,105000,1989,-30.33333,130.53333
5422,61,1989,-30.25,130.66667
5423,1536.9,1986,-30.31833,129.06333
5424,149,1991,-30.70167,130.45611
5425,97,1990,-30.24833,130.54083
5426,41.8,1991,-30.50683,130.404
5427,100000,1989,-30.61667,130.41667
5428,84.2,1991,-30.50683,130.404
5429,35.4,1991,-30.16967,130.70533
5430,471,1991,-30.23433,130.60067
54926,6.6,2010,-30.91378,130.90386
54927,46.8,2010,-30.94775,130.90858
5431,2300,1913,36.16667,-85.51667
5432,19280,1874,-34.96667,148.125
5433,393,1921,-34.81667,147.13333
5434,4500,1937,38.03333,-101.98333
5435,5230,1939,-35.41667,139.75
5436,2750,1905,35,-111
5437,6800,1962,-29.85,140.7
5438,16800,1860,36.43333,-87
5439,116.7,1966,-30.45,126.1
5440,12000,1934,39.66667,-102.83333
5441,817,1967,39.68333,-102.845
5442,20000,1863,-27.3,-70.4
44707,54.5,1998,34.30333,-112.16617
54859,5176,1994,35.405,-98.74889
5445,450,1962,-33.06667,-61
5446,11340,1964,-36,146.36667
5447,1400,1979,34.95,-107.16667
5448,1328,1884,-26.03333,-70.33333
5449,715.6,1940,37.35,-108.68333
5450,960000,1837,35.78333,-83.25
5452,2156,1980,-27.95,122.88333
5453,35500,1881,36.83333,-105.23333
5454,1160,1928,41.36667,-98.63333
30451,243,2000,38.46483,-105.7015
5455,800,1955,34.83333,-112.01667
5456,61000,1896,39.2,-98.78333
5457,5717,1932,-33.3,136.01667
5458,5560,1888,-33.85,148.68333
30452,338,1995,35.05017,-116.76683
30453,106.7,1998,35.04753,-116.73092
30454,255.72,1998,35.08808,-116.75398
30455,2430,1999,35.0715,-116.77205
30456,5220,1999,35.05605,-116.7763
30457,344,1999,35.09373,-116.76343
30458,392.8,1999,35.07667,-116.74667
30459,2134,1999,35.05242,-116.7667
30460,67.61,1999,35.05878,-116.773
30461,1364.31,1999,35.05817,-116.7743
30462,412.05,1999,35.03815,-116.7531
30463,278.1,1999,35.07402,-116.76117
30464,61.5,1999,35.05073,-116.76698
30465,68.02,1999,35.04625,-116.73547
30466,1369,1999,35.05865,-116.76872
30467,4.4,1999,35.05847,-116.769
30468,162,1999,35.0501,-116.74443
30469,3.2,1999,35.03815,-116.7531
30470,18.5,1999,35.05893,-116.76872
30471,14.2,1999,35.05947,-116.7685
30472,140,2000,35.06917,-116.7502
30473,6.1,2000,35.06785,-116.7494
30474,17.4,2000,35.07028,-116.74847
30475,117.5,2000,35.0925,-116.76083
30476,18.3,2000,35.05283,-116.76645
30477,10.4,2000,35.05283,-116.76538
30478,32.22,2000,35.06725,-116.74853
30479,90.04,2001,35.05602,-116.72368
30480,10.84,2001,35.05607,-116.72365
30481,13.87,2001,35.07362,-116.76372
30482,17.02,2001,35.06847,-116.76905
30483,17.7,2001,35.05865,-116.76872
30484,76.88,2002,35.06152,-116.76295
30485,9.87,2002,35.07802,-116.76777
30486,16.66,2002,35.07,-116.77
30487,43,2002,35.05835,-116.77403
30488,42.57,2002,35.06888,-116.76197
30489,36.35,2002,35.05475,-116.75432
30490,187.55,2003,35.05452,-116.73005
30491,1.47,2004,35.08838,-116.75283
30492,54.31,2003,35.05717,-116.7205
30493,22.5,2004,35.04008,-116.75553
30494,512,2004,35.03842,-116.75818
30495,16.36,2004,35.08958,-116.75007
30496,81.4,2004,35.05628,-116.73377
30497,71.8,2004,35.08758,-116.74603
45960,7.5,2006,35.05902,-116.76892
45961,16.2,2006,35.05122,-116.76742
45962,47.2,2006,35.07118,-116.77162
45963,21.3,2006,35.0742,-116.7637
52804,7.2,2009,35.0751,-116.75038
5459,23.04,1998,31.91667,-111.5
44708,240,2005,36.99367,-114.99367
5460,284,1980,-30.4,127.43333
5461,48500,1887,35.83333,-84.91667
5462,90,1852,37.23333,-80.73333
5463,8600000,1854,-38.1,145.3
5464,6000,1940,31.75,-97.75
5466,27500,1914,-5.25,-40.5
5468,10820,1967,-30.36667,120.73333
5472,10.6,1985,38.90306,-112.82111
5473,3.8,1956,-32.01667,139.78333
44709,6320,1958,44.47733,-103.972
5478,23000,1911,26.5,-100
51739,14000,1971,-30.75,-64.78333
5479,1500,1871,22,-80
5480,32.5,1999,35.29575,-117.4668
5481,95,2000,35.2755,-117.47833
5482,7.5,2000,35.29183,-117.47067
5483,40,2000,35.30233,-117.46017
5484,35,2000,35.31232,-117.45315
5485,0.5,2000,35.31227,-117.453
5486,96.7,2000,35.3114,-117.45342
5487,18.02,2000,35.28333,-117.48333
5488,19,2000,35.31833,-117.46667
5489,10.5,2000,35.3112,-117.45465
5490,10.69,2000,35.2758,-117.47877
5491,0.72,2002,35.31217,-117.453
52974,1.6,2008,35.31218,-117.45303
52978,23.1,2008,35.28528,-117.48305
52979,8.5,2008,35.28638,-117.48305
52980,10.1,2008,35.30455,-117.45817
51573,31.72,2004,35.3,-117.4605
52856,123,1986,35.3248,-117.47983
52967,19.5,2008,35.296,-117.472
52968,22.2,2008,35.296,-117.472
5493,46500,1936,29.01667,-97.28333
5494,5900,1913,40.23333,-100.83333
5495,10000,1911,37.61667,-98.91667
5497,28600,1903,30,-109.66667
5547,213,1995,27.18717,16.189
5499,567,1932,35.96667,-96.76667
5503,27300,1949,-38.91667,-69.2
5505,300,1957,34.08333,-115.78333
5506,12200,1923,-27.71667,117.25
5507,257000,1941,-25.33333,116.18333
5508,4400,1968,36.04333,-102.40833
5509,53000,1879,34.8,-84.98333
5510,8991,2000,34.216667,-115.05
5512,30,1974,51.13889,-1.53611
5516,35,1952,29.58333,-3.75
5517,213,1995,27.11767,16.0745
5518,5105,1995,27.1255,16.05817
5519,2020,1995,27.12633,16.03067
5520,237,1995,27.155,15.95833
5521,1932,1995,27.1565,15.9525
5522,3130,1995,27.16983,15.9255
5523,331,1995,27.16233,16.09533
5524,1925,1995,27.15833,16.11467
5525,2235,1995,27.15267,16.1565
5526,72,1995,27.15217,16.17317
5527,898,1995,27.16467,16.16917
5528,769,1995,27.132,16.29767
5529,205,1995,27.1295,16.3435
5530,147,1995,27.10917,16.46617
5531,619,1995,27.107,16.39333
5532,516,1995,27.098,16.32233
5533,713,1995,27.09267,16.31317
5534,287,1995,27.092,16.3
5535,3096,1995,27.08083,16.201
5536,1190,1995,27.07717,16.19317
5537,83,1995,27.07717,16.193
5538,362,1995,27.0775,16.16917
5539,31,1995,27.09767,16.0255
5540,113,1995,27.10483,16.01133
5541,483,1995,27.10483,16.01133
5542,236,1995,27.11417,16.0015
5543,281,1995,27.12783,15.97117
5544,231,1995,27.225,15.0295
5545,1620,1995,27.20167,16.093
5546,404,1995,27.1915,16.1345
5548,579,1995,27.08467,16.03683
5549,126,1995,27.0805,16.12567
5550,406,1995,27.08267,16.13783
5551,199,1995,27.08683,16.17483
5552,1214,1995,27.10383,16.30867
5553,990,1995,27.10767,16.32383
5554,674,1995,27.10967,16.3515
5555,167,1995,27.11067,16.35667
5556,176,1995,27.1115,16.4365
5557,95,1995,27.13583,16.36017
5558,176,1995,27.13367,16.358
5559,38,1995,27.13383,16.331
5560,1741,1995,27.13933,16.27267
5561,1010,1995,27.14617,16.16367
5562,192,1995,27.15267,16.10617
5563,240,1995,27.27517,16.09383
5564,242,1995,27.25817,16.1355
5565,100,1995,27.30583,16.13567
5566,1808,1995,27.3055,16.20917
5567,121,1995,27.30383,16.24483
5568,164,1995,27.30317,16.25467
5569,276,1995,27.30517,16.26417
5570,957,1995,27.30483,16.30017
5571,451,1995,27.26717,16.42033
5572,703,1995,27.26783,16.41317
5573,36,1995,27.26883,16.23633
5574,1490,1995,27.279,16.21733
5575,944,1995,27.29867,16.16683
5576,425,1995,27.32017,16.0775
5577,3130,1995,27.45767,16.28017
5578,421,1995,27.45483,16.31333
5579,199,1995,27.4055,16.32833
5580,229,1995,27.40633,16.31967
5581,90,1995,27.41633,16.19433
5582,50,1995,27.4205,16.16667
5583,688,1995,27.1455,15.95067
5584,250,1995,27.0705,16.0945
5585,110,1995,27.04767,16.4515
5586,458,1995,27.05233,16.42633
5587,392,1995,27.056,16.399
5588,117,1995,27.1055,16.04583
5589,215,1995,27.12883,16.035
5590,86,1995,27.16033,16.03533
5591,1025,1995,27.19967,16.03567
5592,123,1995,27.1045,16.00983
5593,443,1995,27.10733,16.02233
5594,838,1995,27.10483,16.06317
5595,252,1995,27.11817,16.02717
5596,216,1995,27.10083,16.02333
5597,125,1995,27.11017,16.01817
5598,860,1995,27.167,15.93933
5599,622,1995,27.15967,15.96283
5600,277,1995,27.04067,16.40433
5601,153,1995,27.04617,16.37217
5602,237,1995,27.08433,16.119
5603,217,1995,27.1355,16.03017
5604,236,1995,27.1425,16.0295
5605,541,1995,27.143,16.028
5606,628,1995,27.1585,16.03133
5607,144,1995,27.22017,16.03317
5608,137,1995,27.23317,16.02933
5609,522,1995,27.2705,16.04067
5610,385,1996,27.0655,16.0875
5611,840,1996,27.10683,16.51617
5612,209,1996,27.1025,16.23817
5613,67,1996,27.11433,16.145
5614,132,1996,27.1135,16.143
5615,254,1996,27.12017,16.11117
5616,4840,1996,27.12117,16.10883
5617,17.92,1997,27.0135,16.36583
5618,132,1999,27.376830000000002,16.30233
5619,370,1999,27.35133,16.25367
5620,236,1999,27.27833,16.27717
5621,287,1999,27.2585,16.09233
5622,477,1999,27.19017,16.30833
5623,4150,1999,27.203,15.90067
5624,124,1999,27.1585,16.45617
5625,108,1999,27.917,16.48767
5626,85,1999,27.94783,16.50983
5627,842,1996,27.1295,16.06867
5628,119,2000,27.04133,16.38767
5629,38.05,1999,27.04306,16.41167
5630,14.8,1999,27.15222,16.48306
5631,20.32,1999,27.15222,16.51722
5632,239,1999,27.57139,16.175
5633,247,1999,27.42639,16.27417
49486,11.65,1999,27.25253,16.08372
49487,176.78,1999,27.4387,15.94838
5634,181.88,1999,27.63167,16.08694
5635,104.1,1999,27.57139,16.08333
5636,173,1996,27.1205,16.0235
5637,55.8,2000,27.92472,16.9575
5638,101.1,2000,27.01083,16.18167
5639,33.6,2001,27.08333,16.25
5640,149,1999,27.02583,16.38783
5641,142,1999,27.188,16.40233
5642,173,1999,26.90633,16.6865
34018,214,1999,26.907,16.6815
30498,137,1999,27.231,16.249
30499,131,2000,27.07567,16.06633
5643,68,2000,27.919,16.684
5644,594,1996,27.17017,16.0355
5645,10.09,1998,27.22167,16.25
5646,20.15,1998,27.14683,16.05017
5647,321,2000,27.035,16.38133
5648,38.9,1999,27.46767,16.17017
5649,232,1999,27.66733,15.9505
5650,36,1999,27.23233,16.196
5651,222,1999,27.03367,16.38333
5652,4012.4,1999,27.33333,16.21667
5653,80,1999,27.33333,16.25
30500,889,1999,27.33017,16.23117
5654,269,1996,27.13533,16.052
30501,781,2001,27.28133,16.40833
32785,169,1998,27.08333,16.055
44710,801,1999,27.182,16.30017
44878,32.1,2005,27.43333,16
44879,235,2006,27.45056,16.19167
49488,955,2005,27.49583,16.25833
44880,49.8,1999,27.03583,16.38528
44881,0.8,2001,27.20167,16.31117
47348,88,2007,27.26633,16.35783
5655,85,1996,27.13383,16.06533
47349,265,2007,28.21417,15.55083
51562,40.1,2000,27.16917,16.13533
53617,280,2008,27.32833,16.21867
53636,98,2006,27.24167,16.23267
53637,28.4,1999,27.42767,16.1655
53638,305,2007,27.38,16.469
53767,114,1998,27.28,16.14783
54650,1815,1998,27.375,16.184
56098,1470,2010,28.28767,15.49467
5656,293,1996,27.13233,16.068
56412,310,2010,26.9195,16.657
56304,207,2010,27.23017,16.48833
56648,410.3,2002,27.27417,16.40833
5657,1510,1996,27.1345,16.08933
5658,221,1996,27.18317,16.33083
5659,47,1996,27.16383,16.52033
5660,57,1996,27.15,16.40633
5661,76,1996,27.14967,16.21
5662,212,1996,27.1675,16.14067
5663,290,1996,27.1835,16.11517
5664,223,1996,27.184,16.11183
5665,379,1996,27.19567,16.10033
5666,615,1996,27.19583,16.01317
5667,415,1996,27.19583,16.01317
5668,1770,1996,27.25483,16.00667
5669,287,1996,27.133,16.0395
5670,132,1996,27.11167,16.02983
5671,282,1996,27.10467,16.01167
5672,182,1996,27.1075,16.03583
5673,511,1996,27.11067,16.07017
5674,204,1996,27.1185,16.10333
5675,860,1996,27.1205,16.11217
5676,90,1996,27.13033,16.1565
5677,619,1996,27.13317,16.16333
5678,281,1996,27.15233,16.26717
5679,299,1996,27.155,16.27883
5680,303,1996,27.12933,16.37283
5681,114,1996,27.1355,16.3205
5682,120,1996,27.159,16.22
5683,62,1996,27.16717,16.1505
5684,39,1996,27.16983,16.14317
5685,399,1996,27.10133,16.0215
5686,193,1996,27.10383,16.0325
5687,454,1996,27.147,16.1585
5688,171,1996,27.1575,16.208
5689,263,1996,27.1575,16.208
5690,145,1996,27.19117,16.27767
5691,1225,1996,27.24733,16.39733
5692,133,1996,26.98333,16.506
5693,302,1996,26.98133,16.50433
5694,837,1996,27.03367,16.4055
5695,387,1996,27.04517,16.38167
5696,1006,1996,27.04567,16.3795
5697,116,1996,27.0465,16.37267
5698,218,1996,27.14033,16.20467
5699,130,1996,27.185,16.1335
5700,118,1996,27.186,16.13083
5701,145,1996,27.18667,16.12283
5702,259,1996,27.1915,16.115
5703,1380,1996,27.15617,16.029
5704,107,1996,27.111,16.02167
5705,63,1996,27.11067,16.02583
5706,70,1996,27.108,16.071
5707,326,1996,27.12017,16.20833
5708,347,1996,27.13817,16.27233
5709,120,1996,27.03017,16.53683
5710,89,1996,27.03083,16.5215
5711,151,1996,27.02683,16.5085
5712,57,1996,27.0505,16.40517
5713,32,1996,27.05117,16.39233
5714,44,1996,27.16533,16.14483
5715,1732,1996,27.18367,16.11583
5716,533,1996,27.24983,16.0205
5717,814,1996,27.63567,16.87778
5718,759,1996,27.69983,15.72694
5719,112,1996,27.09617,16.02567
5720,138,1996,27.102,16.02017
5721,492,1996,27.11167,16.01333
5722,452,1996,27.1165,16.083
5723,1641,1996,27.11783,16.08533
5724,158,1996,27.12483,16.12083
5725,133,1996,27.127,16.12933
5726,640,1996,27.141,16.16783
5727,72,1996,27.152,16.197
5728,1700,1996,27.2645,16.40867
5729,113,1996,27.07583,16.45333
5730,377,1996,27.07333,16.43083
5731,612,1996,27.07717,16.39817
5732,314,1996,27.07733,16.217
5733,172,1996,27.1485,16.0945
5734,599,1996,27.10267,16.02833
5735,393,1996,27.10667,16.0085
5736,828,1996,27.1705,15.94517
5737,3370,1996,27.18283,15.94233
5738,2550,1996,27.16467,15.943
5739,1379,1996,27.1615,15.95083
5740,3145,1996,27.12817,16.004
5741,115,1996,27.11833,16.01017
5742,581,1996,27.09967,16.03467
5743,299,1996,27.0815,16.148
5744,331,1996,27.09133,16.289
5745,46,1996,27.03783,16.4685
5746,337,1996,27.04717,16.44133
5747,1699,1996,27.058,16.40217
5748,429,1996,27.0715,16.091
5749,129,1996,27.09583,16.03683
5750,554,1996,27.117,16.01533
5751,378,1996,27.1245,15.99167
5752,720,1996,27.15117,15.9665
5753,2195,1996,27.643,15.90167
5754,122,1996,27.62517,15.98217
5755,66,1996,27.624,16.05117
5756,113,1996,27.62467,16.0545
5757,184,1996,27.62417,16.05983
5758,182,1996,27.62433,16.06233
5759,505,1996,27.54733,16.3655
5760,147,1996,27.6315,16.03333
5761,136,1996,27.12033,16.063
5762,231,1996,27.12133,16.0685
5763,3600,1996,27.1275,16.104
5764,95,1996,27.126,16.1065
5765,3550,1996,27.13083,16.13233
5766,157,1996,27.1415,16.16483
5767,174,1996,27.25733,16.38217
5768,719,1996,27.37883,16.45383
5769,211,1996,27.44317,16.32933
5770,837,1996,27.45333,16.31267
5771,890,1996,27.495,16.259
5772,205,1996,27.56417,16.15217
5773,324,1996,27.5775,16.13633
5774,90,1997,27.086,16.03683
5775,235,1997,27.09017,16.032
5776,738,1997,27.13717,15.8445
5777,125,1997,27.1405,15.97483
5778,438,1997,27.15283,15.96267
5779,932,1997,27.1685,15.95833
5780,1338,1997,27.16583,16.08617
5781,172,1997,27.16533,16.21317
5782,244,1997,27.17717,16.26683
5783,193,1997,27.185669999999998,16.31833
5784,189,1997,27.194,16.36133
5785,437,1997,27.09933,16.37983
5786,134,1997,27.15217,16.05683
5787,335,1997,27.18267,16.0905
5788,39,1997,27.19483,16.06917
5789,24,1997,27.1975,16.062
5790,69,1997,27.2025,16.05267
5791,297,1997,27.216,16.03233
5792,115,1997,27.18617,16.11117
5793,224,1997,27.188,16.12883
5794,61,1997,27.1885,16.13083
5795,107,1997,27.2035,16.2
5796,1890,1997,27.20667,16.2045
5797,62,1997,27.21017,16.22083
5798,57,1997,27.21833,16.25417
5799,2412,1997,27.11583,16.376830000000002
5800,206,1997,27.1145,16.35517
5801,237,1997,27.11483,16.34333
5802,617,1997,27.11267,16.31583
5803,374,1997,27.11217,16.29633
5804,7141,1997,27.06117,16.17817
5805,135,1997,27.06967,16.1675
5806,76,1997,27.10733,16.12633
5807,578,1997,27.14533,16.08367
5808,116,1997,27.14767,16.08083
5809,220,1997,27.165,16.02083
5810,513,1997,27.18367,16.30033
5811,151,1997,27.1885,16.31483
5812,68,1997,27.20267,16.42083
5813,119,1997,27.10383,16.38867
5814,178,1997,27.10633,16.374
5815,791,1997,27.11133,16.27967
5816,128,1997,27.123169999999998,16.223
5817,307,1997,27.12833,16.20967
5818,175,1997,27.18383,16.12883
5819,229,1997,27.18383,16.12883
5820,607,1997,27.18383,16.12883
5821,58,1997,27.18383,16.12883
5822,657,1997,27.25117,16.07333
5823,492,1997,27.36233,16.08967
5824,98,1997,27.3775,16.19317
5825,125,1997,27.3615,16.2145
5826,97,1997,27.37817,16.31217
5827,120,1997,27.37817,16.31217
5828,155,1997,27.40867,16.3185
5829,80,1997,27.4595,16.07667
5830,128,1997,27.45967,16.07267
5831,145,1997,27.4715,16.296
5832,299,1997,27.53817,16.44233
5833,87,1997,27.25383,16.30233
5834,367,1997,27.26183,16.26133
5835,337,1997,27.2855,16.176
5836,110,1997,27.32667,16.09567
5837,98,1997,27.0875,16.051
5838,730,1997,27.08817,16.0575
5839,55,1997,27.08733,16.058
5840,78,1997,27.09967,16.11783
5841,285,1997,27.1025,16.134
5842,1616,1997,27.202,16.36733
5843,190,1997,27.23,16.31217
5844,384,1997,27.29133,16.21333
5845,255,1997,27.325,16.165
5846,2459,1997,26.78917,16.70467
5847,177,1997,26.77167,16.11133
5848,118,1997,26.94467,16.17933
5849,217,1997,26.9715,16.45133
5850,191,1997,26.97,16.4625
5851,365,1997,27.135,16.2335
5852,128,1997,27.1685,16.1845
5853,339,1997,27.28617,16.07467
5854,616,1997,27.70467,16.18917
5855,370,1997,27.52367,16.15117
5856,394,1997,27.38467,16.12867
5857,132,1997,27.51283,16.16267
5858,96,1997,27.292,16.112
5859,707,1997,27.1595,16.05283
5860,117,1997,27.08867,16.14317
5861,3294,1997,26.80733,15.9015
5862,76,1997,27.12117,16.331
5863,525,1997,27.12217,16.312
5864,721,1997,27.2435,16.081
5865,145,1997,27.01333,16.1875
5866,4236,1997,27.14317,15.873
5867,740,1997,27.028,16.35867
5868,189,1997,27.03383,16.326
5869,213,1997,27.09867,16.14133
5870,1126,1997,27.09917,16.14033
5871,2711,1997,28.3,15.7175
5872,433,1997,28.1815,15.64783
5873,274,1997,28.206,15.6355
5874,386,1997,27.839,15.877
5875,50,1997,27.84067,15.88567
5876,630,1997,27.84267,15.8995
5877,234,1997,27.129,16.2655
5878,353,1997,27.10417,16.1175
5879,194,1997,27.1095,16.0745
5880,280,1997,27.10467,16.00867
5881,1050,1997,27.13017,16.23183
5882,422,1997,27.15517,16.2825
5883,147,1997,27.2035,16.3115
5884,171,1997,27.19367,16.20767
5885,142,1997,27.182,16.15017
5886,131,1997,27.179,16.11267
5887,110,1997,27.1725,16.08133
5888,591,1997,27.15133,16.045
5889,357,1997,27.08283,16.129
5890,166,1997,27.10483,16.1195
5891,103,1997,27.15467,16.079
5892,57,1997,27.185,16.0995
5893,84,1997,27.2165,16.15
5894,77,1997,27.2915,16.21333
5895,47,1997,27.20283,16.05767
5896,118,1997,27.20217,16.05833
5897,83,1997,27.22667,16.113
5898,112,1997,27.22483,16.24383
5899,858,1997,27.17867,16.259
5900,111,1997,27.23867,16.12967
5901,210,1997,27.5965,15.8705
5902,82,1997,27.61717,15.96633
5903,360,1997,27.67917,15.86533
5904,129,1997,27.8195,15.8945
5905,478,1997,27.86617,15.89733
5906,66,1997,28.9055,15.82767
5907,42,1997,27.92367,15.83217
5908,87,1997,27.9275,15.83117
5909,307,1997,27.86217,15.87967
5910,527,1997,27.85883,15.8815
5911,639,1997,27.84983,15.88583
5912,982,1997,27.83933,15.89183
5913,198,1997,27.841,15.86817
5914,233,1997,27.8515,15.8715
5915,136,1997,27.85967,15.88017
5916,263,1997,27.86167,15.88317
5917,1001,1997,27.94867,15.90133
5918,37,1997,27.832,15.83767
5919,48,1997,27.83533,15.8435
5920,414,1997,27.876,15.91733
5921,173,1997,27.91483,15.96183
5922,111,1997,27.87333,15.9135
5923,188,1997,27.88683,15.8715
5924,68,1997,27.88717,15.86333
5925,65,1997,27.8945,15.85933
5926,68,1997,27.91617,15.83783
5927,875,1997,27.87417,15.88717
5928,661,1997,27.44217,16.08217
5929,930,1997,27.4345,16.12267
5930,247,1997,27.42183,16.17817
5931,316,1997,27.41117,16.2
5932,60,1997,27.41217,16.20183
5933,447,1997,27.4445,16.27433
5934,772,1997,27.44317,16.1855
5935,189,1997,27.33733,16.20133
5936,291,1997,27.1425,16.0595
5937,61,1997,27.46133,16.1955
5938,99,1997,27.46483,16.18733
5939,1605,1997,27.35683,16.167
5940,718,1997,27.42383,16.34
5941,195,1997,27.4355,16.26633
5942,167,1997,27.409,16.20417
5943,270,1997,27.76483,16.08633
5944,388,1998,27.8185,15.92733
5945,1008,1998,27.81833,15.91533
5946,502,1998,27.8365,15.8245
5947,11455,1998,27.86667,15.94283
5948,1425,1998,27.3695,16.19883
5949,405,1998,27.84217,15.89667
5950,1861,1998,27.814,15.9115
5951,665,1998,27.76383,15.91083
5952,585,1998,27.83767,15.91333
5953,193,1998,27.93133,15.8675
5954,5100,1998,28.14033,15.82383
5955,157,1998,27.40917,16.268
5956,69,1998,27.42083,16.29333
5957,584,1998,27.82383,15.8785
5958,605,1998,27.3725,16.24017
5959,400,1998,27.37517,16.18417
5960,946,1998,27.347,16.08833
5961,156,1998,27.48733,16.32517
5962,956,1998,27.51617,16.28333
5963,103,1998,27.3785,16.1855
5964,347,1998,27.4665,15.914
5965,171,1998,27.50233,15.9125
5966,65,1998,27.59917,16.00233
5967,490,1998,27.59467,15.9365
5968,150,1998,27.86433,15.87333
5969,105,1998,27.8745,15.87217
5970,702,1998,27.86383,15.87017
5971,174,1998,27.74017,15.93683
5972,144,1998,27.479,16.03917
5973,115,1998,27.45467,16.08733
5974,206,1998,27.37933,16.45817
5975,942,1998,27.35817,16.43233
5976,47,1998,27.29367,16.41433
5977,253,1998,27.28133,16.41733
5978,572,1998,27.27933,16.41167
5979,353,1998,27.31283,16.232
5980,1555,1998,27.4475,15.985
5981,255,1998,27.32367,16.27683
5982,181,1998,27.24083,16.408
5983,192,1998,27.22183,16.2455
5984,260,1998,26.85483,15.97533
5985,239,1998,26.69617,16.3275
5986,349,1998,27.90017,15.90117
5987,867,1998,27.829,15.928
5988,1561,1998,27.48333,16.263
5989,90,1998,27.48183,16.28733
5990,188,1998,27.48083,16.31833
5991,255,1998,27.452,16.021
5992,164,1998,27.38833,16.15733
5993,53,1998,27.39783,16.16317
5994,481,1998,27.48017,16.27133
5995,526,1998,27.46067,16.17083
5996,392,1998,27.4335,16.0845
5997,184,1998,27.42683,16.05367
5999,75,1998,27.5825,15.98333
6000,445,1998,27.64617,15.91483
6001,1896,1998,27.804,15.935
6002,161,1998,27.7875,15.855
6003,2670,1998,27.80517,15.92667
6004,838,1998,27.79783,15.94167
6005,855,1998,27.80733,15.93767
6006,364,1998,27.81,15.933
6007,1082,1998,27.814330000000002,15.9145
6008,2310,1998,27.80383,15.921
6009,1228,1998,28.019,15.86333
6010,740,1998,28.01517,15.86367
6011,1916,1998,27.01167,15.86483
6012,254,1998,28.01967,15.89017
6013,777,1998,28.01483,15.86267
6014,1296,1998,28.01,15.845
6015,1731,1998,28.00883,15.84283
6016,375,1998,28.0215,15.8425
6017,319,1998,27.8315,15.87433
6018,4152,1998,27.78533,15.95233
6019,276,1998,27.78717,15.95117
6020,482,1998,27.79133,15.96517
6021,333,1998,27.77983,16.06267
6022,68,1998,27.7865,16.09717
6023,269,1998,27.61067,16.21867
6024,2015,1998,27.35267,16.20067
6025,16128,1998,27.74767,16.003
6026,7367,1998,27.75467,15.98183
6027,81,1998,27.35583,16.20317
6028,181,1998,27.3685,16.1735
6029,258,1998,27.36883,16.2855
6030,73,1998,27.36867,16.26383
6031,153,1997,27.46533,16.01517
6032,786,1997,27.2,16.1
6033,596,1997,27.01767,16.38833
6034,38,1997,27.18383,16.11433
6035,8189,1997,27.38333,16.41667
6036,3259,1997,27.26667,16.11667
6037,2146,1997,27.13333,16.08333
6038,170,1997,27.1885,16.35017
6039,16,1997,27.26683,16.06683
6040,170,1997,27.15133,16.126830000000002
6041,850,1997,26.99167,15.7745
6042,50,1997,27.16883,16.13817
6043,21,1997,27.20183,16.3835
6044,78,1997,26.96017,16.34033
6045,1604,1997,27.20333,16.0715
6046,467,1997,27.45433,16.2315
6047,172,1997,27.33417,16.28733
6048,1030,1997,27.33083,16.28317
6049,992,1997,27.30033,16.17767
6050,4242,1997,27.28883,16.11533
6051,680,1997,27.2525,16.06967
6052,415,1997,27.25283,16.07167
6053,240,1997,27.27183,16.0535
6054,98,1997,27.27183,16.0535
